epoch,train_loss,train_accuracy,val_loss,val_accuracy
1,0.36552456356092694,82.94867378573889,0.24776664102564053,88.87459807073955
2,0.34348404400936833,85.1877368239752,0.25932137424848517,87.20257234726688
3,0.3499506271489391,85.09128487771271,0.2511657327413559,89.19614147909968
4,0.3531884098105494,85.13951085084395,0.24655709734984807,87.68488745980707
5,0.35731297571392573,84.88460213572166,0.23922207195083706,89.45337620578778
