epoch,train_loss,val_loss,train_accuracy,val_accuracy
1,1.4195755593163866,0.302640076726675,70.41814946619218,88.33333333333333
2,0.1594285874719351,0.0993827390484511,94.08362989323844,95.41666666666669
3,0.0414628802805247,0.0496719687944278,98.75444839857651,98.33333333333331
4,0.0225248503265902,0.0658759805373847,99.11032028469752,97.5
5,0.0068789458502425,0.0539967238437384,99.95551601423487,98.33333333333331
