epoch,train_loss,train_accuracy,val_loss,val_accuracy
1,0.0546530732642098,98.33011815770436,0.611601706485873,91.7791706846673
2,0.030097418104112594,99.11381721726549,0.3263711866761486,93.37029893924783
3,0.02155923666124671,99.49963829274174,0.8169831352756144,92.6711668273867
4,0.01562461006110895,99.51772365565469,0.26511814535546224,94.93731918997106
5,0.0032897143035750804,99.90354473113094,0.26761826830076574,94.8891031822565
