epoch,train_loss,train_accuracy,val_loss,val_accuracy
1,0.6941735744476318,60.0,0.6322495937347412,57.142857142857146
2,0.6555114388465881,60.0,0.5917734503746033,57.142857142857146
3,0.5578293800354004,72.0,0.5561864376068115,71.42857142857143
4,0.44084402918815613,84.0,0.5238341093063354,71.42857142857143
5,0.361549437046051,92.0,0.5013455748558044,71.42857142857143
