epoch,train_loss,train_accuracy,val_loss,val_accuracy
1,0.37379343906751256,83.38557993730407,0.26476468741893766,88.91031822565091
2,0.3460847018771089,85.68242102724861,0.26558357385488657,88.95853423336548
3,0.3429161997113614,85.68242102724861,0.2569219178878344,88.71745419479267
4,0.3447651546053689,85.68844948155294,0.24551332888121788,89.58534233365478
5,0.3557491621544481,85.43525440077164,0.25463244284574804,89.36837029893925
