epoch,train_loss,train_accuracy,val_loss,val_accuracy
1,0.3636490556488607,83.67494574391127,0.2677669547498226,88.4281581485053
2,0.3515963783498444,85.33277067759826,0.256468636657183,89.41658630665381
3,0.34674734893561787,85.65227875572702,0.2559202532642163,89.36837029893925
4,0.3419261986895793,85.82710393055221,0.24991137866790478,89.72999035679845
5,0.34763371952323097,85.64625030142271,0.24922077784744592,89.75409836065573
